S S1 0.272073485491341952
S S2 0.03314175062425705
S S3 0.11956421940992064
S S4 0.10552514707977759
S S5 0.09212492870312247
S S6 0.12534418079180404
S S7 0.08996069467106074
S S8 0.05282348634514533
S S9 0.1094421
A3_7 A4_4 A4_1 0.02545276289670097
A3_7 A4_8 A4_4 0.059649958743526986
A3_7 A4_7 A4_6 0.03261728249290798
A3_7 A4_8 A4_0 0.01645391986401078
A3_7 A4_4 A4_9 0.03401718611826483
A3_7 A4_1 A4_1 0.057926648435301493
A3_7 A4_3 A4_3 0.023760472256715258
A3_7 A4_1 A4_6 0.07193704698843967
A3_7 A4_6 A4_8 0.07144377454987946
A3_7 A4_6 A4_5 0.03455752933126289
A3_7 A4_5 A4_7 0.012921799918841263
A3_7 economy 0.16248782613335816
A3_8 A4_5 A4_7 0.06088167032141418
A3_8 A4_3 A4_6 0.047327696449572396
A3_8 A4_8 A4_1 0.035098555473677004
A3_8 A4_4 A4_3 0.06707148120074045
A3_8 A4_9 A4_5 0.003317765441195377
A3_8 A4_1 A4_5 0.03827172791129465
A3_8 A4_1 A4_6 0.07151296161096507
A3_8 A4_5 A4_5 0.05485687179975559
A3_8 A4_1 A4_1 0.023020356324615066
A3_8 A4_7 A4_0 0.06165072133599482
A3_8 A4_7 A4_1 0.04486938784675455
A3_8 A4_0 A4_2 0.04162557661343677
A3_8 A4_9 A4_9 0.07455343185465353
A3_8 A4_0 A4_4 0.0775211980927933
A3_8 A4_2 A4_1 0.05309322430180168
A3_8 A4_0 A4_4 0.028727273121892136
A3_8 A4_5 A4_7 0.022483803194991332
A3_8 A4_1 A4_5 0.02474645045249548
A3_8 A4_8 A4_9 0.07268440516743645
A3_8 A4_6 A4_0 0.038909037820928256
A3_8 qualified 0.05777640366359189
A3_9 A4_4 A4_3 0.040053348372707395
A3_9 A4_6 A4_8 0.04911451997093587
A3_9 A4_5 A4_7 0.012356383312155812
A3_9 A4_2 A4_8 0.02762776360075826
A3_9 A4_1 A4_1 0.05596186540357235
A3_9 A4_8 A4_2 0.028089856389011948
A3_9 A4_5 A4_0 0.00857369372413991
A3_9 A4_0 A4_9 0.03777683754621235
A3_9 A4_0 A4_0 0.010728238192206486
A3_9 A4_5 A4_2 0.04748971082246296
A3_9 A4_2 A4_9 0.05466262459280799
A3_9 A4_0 A4_7 0.07350335099290382
A3_9 A4_1 A4_2 0.04468387008016035
A3_9 A4_9 A4_0 0.005756643591498156
A3_9 A4_0 A4_9 0.06839424209677669
A3_9 A4_5 A4_0 0.06741069987310636
A3_9 A4_8 A4_1 0.07833529922029893
A3_9 A4_6 A4_5 0.03458140538208782
A3_9 A4_5 A4_3 0.03444470642739097
A3_9 A4_7 A4_3 0.014702433462702247
A3_9 task 0.2057525069461032
A4_0 crazy 0.008656441039581233
A4_0 controlled 0.012067369601096811
A4_0 darkness 0.010888443601951509
A4_0 mix 0.0009687573995715721
A4_0 trained 0.009211612671919995
A4_0 perform 0.0025806912099177338
A4_0 kissed 0.013915147739797042
A4_0 invited 0.012636397640600696
A4_0 sweden 0.005906500704332219
A4_0 relatively 0.005828089895125877
A4_0 starts 0.0031360084481542676
A4_0 anne 0.00810824449992337
A4_0 plus 0.00506250245149079
A4_0 besides 0.009531891182164243
A4_0 reaction 0.015922374274129767
A4_0 convention 0.00013459734792009266
A4_0 winners 0.0022399199345379556
A4_0 controlled 0.011235145979367247
A4_0 display 0.01534008227093247
A4_0 details 0.0024647532079206357
A4_0 evil 0.002748762161856048
A4_0 adult 0.0048168313908711876
A4_0 remembered 0.0057547731927789164
A4_0 threw 0.015229294252003676
A4_0 frequently 0.0004041666593418104
A4_0 religion 0.012007073331460326
A4_0 tiny 0.010985261971294201
A4_0 chain 0.007465724317590594
A4_0 princess 0.008847953911044794
A4_0 interested 0.01579424364955486
A4_0 wings 0.0012021054669831641
A4_0 sharp 0.0011151082188467492
A4_0 defence 0.013709132841105382
A4_0 anne 0.0015996070611665923
A4_0 signal 0.008739705613381027
A4_0 soccer 0.0006857252887643853
A4_0 carrying 0.001343546045972839
A4_0 fun 0.007224987518847002
A4_0 pictures 0.012878947185188302
A4_0 apparently 0.004366164869048226
A4_0 enter 0.007617756638745879
A4_0 cm 0.010708524305220879
A4_0 prevent 0.011895884546276835
A4_0 lights 0.014226426558177971
A4_0 ideas 0.007816890385114857
A4_0 obtained 0.010116023097653488
A4_0 arrested 0.005329702768070917
A4_0 application 0.008712235391953838
A4_0 chain 0.013294709646376895
A4_0 walter 0.007056472583712663
A4_0 greatest 0.014450089422324893
A4_0 northeast 0.015937120718473072
A4_0 persian 0.011896064300261838
A4_0 worry 0.003401212218338226
A4_0 snow 0.00501735579867892
A4_0 adult 0.002428821205803035
A4_0 sweden 0.009362353949366114
A4_0 publication 0.009532128732281053
A4_0 dean 0.011624307608874548
A4_0 application 0.002220559814333594
A4_0 succeeded 0.0015809273792301644
A4_0 poetry 0.007691282563588086
A4_0 express 0.0021696625547905357
A4_0 signal 0.015405749824842618
A4_0 korean 0.012376239073648798
A4_0 faith 0.0014893046177945418
A4_0 obtained 0.006442158359768235
A4_0 subsequent 0.004199785279312641
A4_0 weather 0.0008901207540190831
A4_0 achieved 0.006284323695409892
A4_0 lyrics 0.0026212983632359606
A4_0 otherwise 0.015411924604771327
A4_0 interior 0.006537165205592141
A4_0 signal 0.014942357303552272
A4_0 persian 0.009860696588213338
A4_0 les 0.015626944798600894
A4_0 cambridge 0.006550954332127451
A4_0 controlled 0.004472524918434129
A4_0 albert 0.015252092803137822
A4_0 southeast 0.011381000911428915
A4_0 attempted 0.005287238996823101
A4_0 lyrics 0.013306000681978816
A4_0 catch 0.0098793041466126
A4_0 crossed 0.01594489570750852
A4_0 dean 0.008901934787715938
A4_0 portion 0.005800178891474684
A4_0 heavily 0.012931157903912664
A4_0 lying 0.015043130743651392
A4_0 southeast 0.009705019207894449
A4_0 factory 0.010073542526004753
A4_0 dinner 0.010912106854303997
A4_0 causing 0.015494735578675306
A4_0 fuel 0.007848487469686742
A4_0 threw 0.005651269505787947
A4_0 les 0.001404265511861176
A4_0 visited 0.0005377830694916555
A4_0 lewis 0.012661786580820992
A4_0 anne 0.012151591403025516
A4_0 articles 0.002509662215772186
A4_0 entitled 0.00733681969530353
A4_0 defence 0.18003384885262017
A4_1 ending 0.0045673806792035365
A4_1 display 0.009663066176989654
A4_1 articles 0.014882661894084768
A4_1 signal 0.012573968746722577
A4_1 address 0.009915537558304433
A4_1 perform 0.006485434445478785
A4_1 interior 0.0009309257045606687
A4_1 arrested 0.007846611912678476
A4_1 princess 0.0007896543194274722
A4_1 conflict 0.008289011061056282
A4_1 besides 0.007551039881836491
A4_1 rolled 0.0014430165042660433
A4_1 graduate 0.015050768392942076
A4_1 ryan 0.010517778361252499
A4_1 interior 0.004969383117823703
A4_1 promotion 0.0009651213328266823
A4_1 attempts 0.006570478370627119
A4_1 duty 0.014203150121161445
A4_1 otherwise 0.007229643610266223
A4_1 dean 0.012940510908583624
A4_1 cambridge 0.009159535539160936
A4_1 conservative 0.011750353798502266
A4_1 persian 0.01473783796516681
A4_1 remembered 0.01535991840297347
A4_1 korean 0.0038827048369990875
A4_1 anne 0.005900387747228791
A4_1 conflict 0.00576015625232685
A4_1 orange 0.011461597113219217
A4_1 heavily 0.008076244763633184
A4_1 dangerous 0.0033035391234528043
A4_1 succeeded 0.01032079357457557
A4_1 chain 0.004029879867573831
A4_1 fm 0.007096471849821014
A4_1 threw 0.01445297007691363
A4_1 districts 0.010137226481264326
A4_1 achieved 0.014941453642942052
A4_1 condition 0.012607509543687175
A4_1 condition 0.005154723872570256
A4_1 graduate 0.015873099097960714
A4_1 worry 0.009849148562868216
A4_1 entitled 0.0016010357327581818
A4_1 soccer 0.0069957802223315334
A4_1 worse 0.007538583849578326
A4_1 address 0.004464050044819136
A4_1 carrying 0.006624572702903634
A4_1 gate 0.008794132157151822
A4_1 publishing 0.009209240303988415
A4_1 orange 0.00045541019296606165
A4_1 lewis 0.003135650294703958
A4_1 vehicles 0.00037167338919543244
A4_1 cambridge 0.008442765749664332
A4_1 ass 0.006179814747918221
A4_1 attempts 0.0012284303257012602
A4_1 apparently 0.0008654947385692808
A4_1 conflict 0.013993668988826924
A4_1 defence 0.01200107794800206
A4_1 convention 0.001941986569173141
A4_1 programme 0.00627282348031705
A4_1 arrested 0.012154995996992763
A4_1 attempts 0.010147142001038485
A4_1 task 0.003572228327360661
A4_1 orange 0.015108110594327819
A4_1 attempted 0.0015138965193352495
A4_1 criminal 0.005639457884602117
A4_1 crossed 0.004589138686723025
A4_1 truck 0.011300932738499416
A4_1 sharp 0.003030331074550284
A4_1 sector 0.002597187251753172
A4_1 publication 0.013896674499999206
A4_1 application 0.009301322470137584
A4_1 patrick 0.014331526515864005
A4_1 publishing 0.009737493747244856
A4_1 relatively 0.007139472541760755
A4_1 literary 0.004613584781283359
A4_1 besides 0.015022796430201985
A4_1 walter 0.011457291235019247
A4_1 authorities 0.004380518808309187
A4_1 sharp 0.00403368968560296
A4_1 kissed 0.00655551671999168
A4_1 bird 0.004551040421645337
A4_1 truck 0.00035909431525763224
A4_1 frequently 0.010013831035016945
A4_1 climate 0.012818553382180938
A4_1 lyrics 0.010922854610627211
A4_1 check 0.009933790972934614
A4_1 interior 0.002108049068203309
A4_1 southeast 0.012722386058878401
A4_1 wolf 0.00358669459610208
A4_1 counter 0.0056558322882088044
A4_1 enter 0.004412505939588102
A4_1 criminal 0.0012372854059162258
A4_1 showing 0.012494255122118466
A4_1 climate 0.008376096610082885
A4_1 wolf 0.0031234600385386235
A4_1 waited 0.0024478050093390503
A4_1 bowl 0.00023841621714289132
A4_1 heads 0.01138295377378576
A4_1 attempts 0.2619008105836629
A4_2 soccer 0.010833371931938948
A4_2 bowl 0.012128669354708894
A4_2 mix 0.011453333472062859
A4_2 religion 0.010908204665332983
A4_2 acres 0.004355903164865237
A4_2 desire 0.01329790513604402
A4_2 crossed 0.012039549170826003
A4_2 mix 0.006499316147974801
A4_2 ass 0.01409743211173074
A4_2 korean 0.008160738590572711
A4_2 soccer 0.0010988246545552982
A4_2 liked 0.004382475495525911
A4_2 darkness 0.009141928890668453
A4_2 check 0.010307166840904058
A4_2 lie 0.004266732973906872
A4_2 worse 0.009097141985039851
A4_2 details 0.008547067032624096
A4_2 acres 0.002865042016178787
A4_2 conservative 0.015821285691520255
A4_2 vehicles 0.010684275574659636
A4_2 attempts 0.009749669364675638
A4_2 peak 0.006994818600102883
A4_2 worry 0.0011645547409920502
A4_2 category 0.004002307017399704
A4_2 heads 0.011266656622751081
A4_2 methods 0.013750664942214498
A4_2 application 0.012920484476282041
A4_2 fun 0.01087909799237731
A4_2 economy 0.0076172455424124656
A4_2 korean 0.0010729096004014887
A4_2 lie 0.0013991840914570736
A4_2 sword 0.006601938900002817
A4_2 elementary 0.005089064578029775
A4_2 transfer 0.015568334305430098
A4_2 vehicles 0.01246382723725277
A4_2 reaction 0.014807776502076382
A4_2 counter 0.011256248222814976
A4_2 elementary 0.009714492086395882
A4_2 centuries 0.01237870814931749
A4_2 sweden 0.014503050353723478
A4_2 origin 0.0019630719780391144
A4_2 snow 0.007756508953273258
A4_2 rooms 0.004015891331880861
A4_2 les 0.0035943147473332937
A4_2 desk 0.007665728643062156
A4_2 height 0.00013503483405001248
A4_2 effective 0.0146067351980571
A4_2 methods 0.0054039453556459305
A4_2 staring 0.011724764624979931
A4_2 existence 0.01223187906504481
A4_2 condition 0.013570082712676155
A4_2 religion 0.01176209559216598
A4_2 qualified 0.0075029121101356355
A4_2 supporting 0.008947257042040668
A4_2 doubt 0.010811674550022635
A4_2 publication 0.0009164375565298205
A4_2 albert 0.00773357090045464
A4_2 orange 0.00992974803220783
A4_2 fun 0.008557402156382813
A4_2 frequently 0.011031031171852551
A4_2 villages 0.015104762500736828
A4_2 hills 0.0129816865300643
A4_2 dinner 0.011820321798792742
A4_2 winners 0.005345252894309473
A4_2 qualified 0.0024260762582584017
A4_2 evil 0.0030600237321923417
A4_2 waited 0.003987372876423416
A4_2 mix 0.008105956194561595
A4_2 wonder 0.014113960832720034
A4_2 planet 0.015573717386506595
A4_2 mix 0.004604696908817084
A4_2 address 0.004502514897955922
A4_2 winners 0.01379172964810229
A4_2 sharp 0.0063625506634136355
A4_2 web 0.003822620349910472
A4_2 vehicles 0.0026039943470887845
A4_2 federation 0.005476337417949833
A4_2 officials 0.009705200846212568
A4_2 attempts 0.005152364016679861
A4_2 promotion 0.0030941463925372023
A4_2 southeast 0.009542400616768058
A4_2 ideas 0.005206492607824647
A4_2 authorities 0.0014502968471485926
A4_2 communist 0.013452355882784086
A4_2 methods 0.015294298628572258
A4_2 rolled 0.0012764619908330502
A4_2 chain 0.003984071451909401
A4_2 carrying 0.0025647021311106253
A4_2 height 0.012137610523799667
A4_2 effective 0.0023833949676163395
A4_2 ian 0.009591793931490683
A4_2 aged 0.0021751079540604282
A4_2 qualified 0.0036174564075217358
A4_2 wooden 0.007383346537163157
A4_2 desk 0.01597353584214286
A4_2 poetry 0.0036046202975279365
A4_2 ad 0.011269063782848636
A4_2 matt 0.013953357767977148
A4_2 mobile 0.008228641333490955
A4_2 ryan 0.00602106956286704
A4_2 publishing 0.17620714965772316
A4_3 sword 0.01028888524401967
A4_3 shall 0.0010865553905057832
A4_3 thousand 0.0034112069827219767
A4_3 subsequent 0.0054317715966818985
A4_3 pool 0.008399903226409869
A4_3 starts 0.0060373209861146835
A4_3 invited 0.008781931516560716
A4_3 ending 0.00705870343098898
A4_3 pool 0.003134578446897676
A4_3 missed 0.008788490244719145
A4_3 interior 0.0021078921629729707
A4_3 tiny 0.0028467644102710818
A4_3 ass 0.006514679327241953
A4_3 weather 0.011300444114147077
A4_3 invited 0.00424206933060909
A4_3 attempts 0.013059049797746212
A4_3 heads 0.009925432448867812
A4_3 graduate 0.0028668029172412156
A4_3 communist 0.006968829935441523
A4_3 kissed 0.010572077330089046
A4_3 southeast 0.012341925432816427
A4_3 truck 0.01365451332981401
A4_3 express 0.004508684115796739
A4_3 besides 0.00315585714128266
A4_3 desire 0.00683543030007891
A4_3 laugh 0.0123305416467889
A4_3 conflict 0.003020841253237909
A4_3 subsequent 0.005996388175920979
A4_3 squad 0.014873966768938941
A4_3 lights 0.008349599088329301
A4_3 mobile 0.009495721597376224
A4_3 permanent 0.00033259415588525134
A4_3 patrick 0.010994515400057242
A4_3 weather 0.001826101778901907
A4_3 worse 0.008370034330659708
A4_3 heads 0.011544244086352523
A4_3 matt 0.011145970236967546
A4_3 economy 0.007797422019315239
A4_3 fund 0.0062582764335639696
A4_3 literary 0.007897147613158718
A4_3 cambridge 0.015279506554051308
A4_3 signal 0.0037611547236521088
A4_3 lying 0.007523965147519947
A4_3 reaction 0.004178103932479044
A4_3 programming 0.013531378134794969
A4_3 obtained 0.009618999325871397
A4_3 authorities 0.0026764479049312334
A4_3 falling 0.014994136360225943
A4_3 heavily 0.014821276828579116
A4_3 anna 0.0025947917850758923
A4_3 bc 0.014264705696767464
A4_3 wolf 0.001448495799087236
A4_3 supporting 0.012119994815561157
A4_3 albert 0.007431907221528198
A4_3 philosophy 0.009631718324031324
A4_3 princess 0.015650597857022167
A4_3 perform 0.012868124276082638
A4_3 bird 0.007244414287916088
A4_3 category 0.006775638540417843
A4_3 rare 0.009733265489870644
A4_3 rank 0.005264204636132836
A4_3 religion 0.0012186011911461702
A4_3 anna 0.009924397473726181
A4_3 abandoned 0.008182581123837136
A4_3 heavily 0.015077026988771515
A4_3 dinner 0.0021091738801135075
A4_3 publishing 0.004026006914136256
A4_3 peak 0.004198901032138791
A4_3 staring 0.005359302165836665
A4_3 portion 0.006094138403280575
A4_3 miller 0.014398158362185103
A4_3 literary 0.00363710430228138
A4_3 brief 0.001252926362462168
A4_3 bc 0.00027114532248811795
A4_3 mobile 0.009897999281936982
A4_3 otherwise 0.003556643966291828
A4_3 catch 0.001275074646726616
A4_3 starring 0.006936086826386619
A4_3 versions 0.014811296636663968
A4_3 ian 0.009563934336809797
A4_3 doubt 0.0027996572300896905
A4_3 ex 0.006499941666348214
A4_3 attempts 0.011489089196307225
A4_3 publication 0.012612218034123187
A4_3 identity 0.006526052839978956
A4_3 bird 0.014525158178205062
A4_3 methods 0.011913009325269673
A4_3 persian 0.0006956183429130268
A4_3 lyrics 0.007844278176303893
A4_3 web 0.0012227261692630657
A4_3 entitled 0.0007877409163982306
A4_3 obtained 0.008186258116452422
A4_3 sector 0.003317291602729468
A4_3 patrick 0.004524635854741969
A4_3 evil 0.012756263871803368
A4_3 pool 0.0013185476283761664
A4_3 trained 0.015920160800854174
A4_3 standards 0.007291779528384173
A4_3 passenger 0.00921603985609535
A4_3 korean 0.25370597615877216
A4_4 worse 0.013894376855690765
A4_4 supporting 0.0072434934509328286
A4_4 northeast 0.012260247849390168
A4_4 otherwise 0.0014507625060489835
A4_4 economy 0.008919594925230883
A4_4 answered 0.0011967302888717419
A4_4 attempts 0.010122899135192027
A4_4 sites 0.0018075629474903236
A4_4 visited 0.013815184165697079
A4_4 internal 0.013538339881894247
A4_4 les 0.006647098337653925
A4_4 centuries 0.014643669001920396
A4_4 methods 0.009633594467778386
A4_4 northeast 0.004249299234467097
A4_4 lying 0.005497311401972996
A4_4 lights 0.014297108242817588
A4_4 standards 0.002125582866218527
A4_4 miller 0.014731795126819155
A4_4 heavily 0.0021478527206202766
A4_4 check 0.015117946743165987
A4_4 bowl 0.004973307606029309
A4_4 drawn 0.00404624778513288
A4_4 officials 0.0017856407183885236
A4_4 evil 0.00043002099921027244
A4_4 climate 0.0002847613534395999
A4_4 publication 0.0011261522886730506
A4_4 wings 0.006836222922026064
A4_4 religion 0.008550934199469284
A4_4 albert 0.012961254243913001
A4_4 bc 0.014080199382151201
A4_4 anne 0.0012798437175482633
A4_4 qualified 0.0024344666357732497
A4_4 duty 0.007494496765776043
A4_4 orange 0.003132459155807697
A4_4 bowl 0.009517568909064257
A4_4 anne 0.012416064278520674
A4_4 frequently 0.002086025587517815
A4_4 existence 0.012821408569077914
A4_4 lying 0.005751559136569153
A4_4 oldest 0.00024358524893413906
A4_4 existence 0.0063749791477874015
A4_4 briefly 0.011261769800569386
A4_4 sites 0.011494464480409564
A4_4 lie 0.0025439973028204793
A4_4 walter 0.007825202677455421
A4_4 supporting 0.013844901964235008
A4_4 bc 0.004993154956903743
A4_4 succeeded 0.011004655132947423
A4_4 fund 0.006280535797605555
A4_4 ending 0.012838088816534638
A4_4 matt 0.01587693090154552
A4_4 rare 0.010842143195084036
A4_4 matt 0.005295661946619967
A4_4 rank 0.014617341651264723
A4_4 staring 0.012256832430249508
A4_4 express 0.0009817657655357805
A4_4 prevent 0.014178536485923932
A4_4 districts 0.012281006430112444
A4_4 cambridge 0.011121763918873132
A4_4 fans 0.012871641462257393
A4_4 brief 0.001829673134131242
A4_4 tiny 0.0060474445031990015
A4_4 lying 0.004491829415988912
A4_4 drawn 0.013340602789902931
A4_4 counter 0.002565208657208116
A4_4 crazy 0.0034104551680144927
A4_4 federation 0.001387788110922654
A4_4 earl 0.010264277009656646
A4_4 oldest 0.008002191577521581
A4_4 kissed 0.002555086114943892
A4_4 factory 0.006095526589580889
A4_4 poetry 0.015408570559616037
A4_4 villages 0.00881022910047129
A4_4 check 0.009777925990958636
A4_4 acres 0.01220566661662529
A4_4 counter 0.005212021482190411
A4_4 height 0.007292057546640719
A4_4 drawn 0.0016137288642271788
A4_4 districts 0.011051201652271223
A4_4 fans 0.0065712046545716
A4_4 fm 0.0019402149336926694
A4_4 programme 0.012072010573051526
A4_4 arrested 0.0024413605920445744
A4_4 factory 0.011775144654570297
A4_4 alliance 0.005635497272946139
A4_4 dinner 0.004250821595156003
A4_4 centuries 0.008830853672129433
A4_4 send 0.009066135356124296
A4_4 cm 0.015166631017597952
A4_4 otherwise 0.005824838696835107
A4_4 vehicles 0.011296384680407563
A4_4 remembered 0.011185125968483426
A4_4 vehicles 0.01337860426591328
A4_4 gate 0.009183640575355536
A4_4 darkness 0.0010050953137946393
A4_4 fuel 0.000499300849869917
A4_4 reaction 0.008187533387347234
A4_4 dinner 0.0031571366850933528
A4_4 bowl 0.0006624096280970717
A4_4 religion 0.010971962484138835
A4_4 starts 0.2311585643410774
A4_5 peak 0.00852083636698699
A4_5 apparently 0.012424195445303016
A4_5 convention 0.015117815184793106
A4_5 lane 0.011743139485115035
A4_5 bird 0.013433047791402832
A4_5 otherwise 0.011535730213720301
A4_5 literary 0.010361409607352372
A4_5 publishing 0.004308916882971986
A4_5 fuel 0.00013231735683738024
A4_5 origin 0.01423807152037507
A4_5 dinner 0.010915391259927097
A4_5 lying 0.01100168486302385
A4_5 arrested 0.00777558729556278
A4_5 conflict 0.013653314437812163
A4_5 elementary 0.011496927538491452
A4_5 versions 0.01572086477546468
A4_5 wonder 0.00470004106764136
A4_5 ending 0.006600052110829789
A4_5 height 0.013189475298241007
A4_5 sweden 0.013677110458885656
A4_5 attempted 0.0057420672439184315
A4_5 graduate 0.001657858497535302
A4_5 aged 0.011748535216518313
A4_5 brief 0.004644164107273217
A4_5 peak 0.011424283772724293
A4_5 application 0.007242494248310266
A4_5 performances 0.007272798116919332
A4_5 versions 0.009666464765622646
A4_5 answered 0.013626769348756736
A4_5 dinner 0.003605909233773864
A4_5 relatively 0.0036641714990842886
A4_5 oldest 0.013469373646923787
A4_5 mobile 0.012992158654719784
A4_5 application 0.005662731440523652
A4_5 tiny 0.01537886719620605
A4_5 obtained 0.003007297836433534
A4_5 defence 0.0025716244974702787
A4_5 conflict 0.013237692809279939
A4_5 squad 0.009013833280899932
A4_5 controlled 0.006650161840210933
A4_5 liked 0.0025407097760454305
A4_5 catch 0.013499132386865577
A4_5 promotion 0.015224510973597866
A4_5 visited 0.014031673743106871
A4_5 lights 0.0026060517581698093
A4_5 entitled 0.010881714027854919
A4_5 relatively 0.0037266435755583267
A4_5 condition 0.015678247933851582
A4_5 programme 0.006310292929017724
A4_5 evil 0.0015979189487258416
A4_5 districts 0.013172732697766403
A4_5 chain 0.010662463249824781
A4_5 heads 0.00791183263316027
A4_5 korean 0.0038054784920720534
A4_5 trained 0.008531905875724602
A4_5 chamber 0.014619662048366525
A4_5 ex 0.01422546535223166
A4_5 matt 0.014811020978275947
A4_5 crazy 0.0005708397637767214
A4_5 articles 0.009648533043455929
A4_5 scoring 0.010422149930803804
A4_5 crossed 0.0050044951740068865
A4_5 counter 0.01010885732519434
A4_5 drawn 0.013386810093951781
A4_5 attempts 0.0014036202655201152
A4_5 conflict 0.004429255798354673
A4_5 interested 0.014889360678770796
A4_5 promotion 0.009442405678540277
A4_5 acres 0.014967485217556491
A4_5 fun 0.0001852888160057725
A4_5 districts 0.007609857634102965
A4_5 web 0.00037394942933203227
A4_5 bird 0.011891990273119673
A4_5 dean 0.009109859399110824
A4_5 answered 0.01562723985994001
A4_5 tiny 0.01536796230295643
A4_5 fund 0.014363704274963753
A4_5 methods 0.0011193574394401781
A4_5 send 0.011903679372692755
A4_5 signal 0.00430405946658616
A4_5 pictures 0.014621315765456378
A4_5 liked 0.014881659492819544
A4_5 portion 0.013696643755258538
A4_5 hills 0.0018076906503505723
A4_5 answered 0.001608904091109433
A4_5 anne 0.014912581732376697
A4_5 sweden 0.008372862046558216
A4_5 staring 0.0026971750001046966
A4_5 interested 0.012411315450417806
A4_5 otherwise 0.004499550900980647
A4_5 drawn 0.009501114290465506
A4_5 rolled 0.010439913974195383
A4_5 oldest 0.006213232781944795
A4_5 publication 0.005577353373458242
A4_5 kissed 0.012828395703583266
A4_5 sites 0.010068994812985992
A4_5 catch 0.0045318558988020514
A4_5 elementary 0.01528147668870276
A4_5 peak 0.000358420794166073
A4_5 publishing 0.011796694612558414
A4_5 soccer 0.09109944335146375
A4_6 carrying 0.0068306933006298635
A4_6 trained 0.0038993332712355423
A4_6 application 0.0010505954040151589
A4_6 kg 0.006142890486169155
A4_6 subsequent 0.007918088454720466
A4_6 missed 0.013005163418989048
A4_6 achieved 0.005049519702625113
A4_6 villages 0.015508714945287274
A4_6 lie 0.01514768987004162
A4_6 subsequent 0.00256155247943071
A4_6 supporting 0.003498778281723224
A4_6 prevent 0.015354492073202606
A4_6 planet 0.007714573938556441
A4_6 lane 0.009517207413336823
A4_6 rank 0.0017209854042687562
A4_6 convention 0.00873544749877572
A4_6 transfer 0.009121372789021665
A4_6 conflict 0.003913321916667659
A4_6 carrying 0.011931215240830614
A4_6 briefly 0.0010715792468289026
A4_6 remembered 0.005526634416970425
A4_6 apparently 0.002765008691161753
A4_6 literary 0.0049528089740802144
A4_6 elementary 0.00509898221864669
A4_6 desk 0.006884669016924722
A4_6 walter 0.012346309374604502
A4_6 lying 0.0016709787867678087
A4_6 hills 0.012234160216421139
A4_6 darkness 0.010628847546949987
A4_6 remembered 0.006886943517491937
A4_6 princess 0.006717489716370452
A4_6 sword 0.014721812502324641
A4_6 planet 0.014799443192370752
A4_6 matt 0.0011021905881833242
A4_6 authorities 0.0075071234629234705
A4_6 adult 0.008048264969489053
A4_6 sector 0.0044939516018748
A4_6 factory 0.0071803797461881995
A4_6 wolf 0.00896887704958126
A4_6 bowl 0.01192476672025618
A4_6 controlled 0.009781626185979064
A4_6 details 0.011578666788673097
A4_6 persian 0.00648632438573583
A4_6 walter 0.013392460820892522
A4_6 anne 0.01487531038150385
A4_6 fuel 0.0009079397376763492
A4_6 versions 0.00797527683077707
A4_6 briefly 0.007044989756992078
A4_6 religion 0.010244587242032978
A4_6 snow 0.004717423860192687
A4_6 aged 0.00293488954095712
A4_6 weather 0.005173955438640348
A4_6 besides 0.001741073290659147
A4_6 oldest 0.008074351463564413
A4_6 wings 0.008840189962594742
A4_6 origin 0.010264188335697148
A4_6 planet 0.0011692189519799151
A4_6 wooden 0.014165197051625332
A4_6 lights 0.002140552096980761
A4_6 display 0.006673320776322438
A4_6 ian 0.010658343521715222
A4_6 speech 0.012796076925336788
A4_6 worse 0.014193295489094704
A4_6 graduate 0.0026375228253507628
A4_6 sector 0.000994271455977376
A4_6 ideas 0.0035451288739620527
A4_6 achieved 0.003320588945361859
A4_6 pictures 0.008275861495427863
A4_6 lights 0.012622801265483995
A4_6 fm 0.015532850346764339
A4_6 aid 0.01599621534707568
A4_6 waited 0.008255305747046202
A4_6 communist 0.0005913142976945834
A4_6 invited 0.0065418501128919155
A4_6 ideas 0.0005095364112966562
A4_6 truck 0.013282625975664904
A4_6 ad 0.008784961465230893
A4_6 rooms 0.007458366212711594
A4_6 greatest 0.013930804511815864
A4_6 officials 0.0003506307151939826
A4_6 lights 0.012216379099433157
A4_6 elementary 0.01514251442135877
A4_6 dinner 0.005955750988627094
A4_6 articles 0.014249311858356086
A4_6 ideas 0.01506452376821338
A4_6 winners 0.004014620421730093
A4_6 worry 0.004288635386148956
A4_6 laugh 0.007989491160109882
A4_6 lyrics 0.0024792921303775296
A4_6 criminal 0.012108107636224804
A4_6 visited 0.010772803325952932
A4_6 pictures 0.0015804100114526177
A4_6 regions 0.012190792127697076
A4_6 interested 0.011901109980177276
A4_6 federation 0.004751186362505739
A4_6 ideas 0.00712708856999443
A4_6 transfer 0.015341989632001361
A4_6 lyrics 0.009460136996905498
A4_6 promotion 0.010871409220823755
A4_6 conservative 0.011897250771360793
A4_6 lie 0.19798444384403635
A4_7 vehicles 0.011512224959296227
A4_7 besides 0.010291778712648294
A4_7 northeast 0.007571364042139309
A4_7 waited 0.0005892247372015387
A4_7 vehicles 0.0065045241660384905
A4_7 address 0.01335576686993785
A4_7 brief 0.01306138353423845
A4_7 hills 0.014502632930058457
A4_7 literary 0.005600132127241905
A4_7 rooms 0.013343505391902051
A4_7 dangerous 0.010450903076477178
A4_7 heavily 0.002318331171217776
A4_7 heavily 0.0011553475915163493
